link_id , on_street , longitude , latitude
101025 , BALBOA BL CITRONIA ST , -118.503315 , 34.246497
101654 , SHERMAN WY , -118.606843 , 34.200908
111144 , DENKER AV , -118.305289 , 33.974727
130702 , HOOVER ST , -118.285438 , 34.040055
91228 , RONALD REAGAN FWY W/B RAMPS , -118.557323 , 34.273143
130226 , 11TH ST , -118.281824 , 34.050155
90792 , BURBANK BL , -118.644281 , 34.173314
141056 , FIGUEROA ST , -118.184333 , 34.115272
62427 , LANKERSHIM BL , -118.368484 , 34.153381
60291 , TUJUNGA AV , -118.379931 , 34.140267
70851 , 3RD ST , -118.308963 , 34.069045
80694 , 1ST ST 2ND ST BEVERLY BL GLENDALE BL , -118.260694 , 34.061607
31181 , FOUNTAIN AV , -118.310093 , 34.094789
50311 , OVERLAND AV , -118.412367 , 34.02465
120984 , ALLENFORD AV , -118.496315 , 34.054855
71130 , HAUSER BL , -118.35213 , 34.062513
101652 , SHERMAN WY , -118.606464 , 34.20118
141055 , AVENUE 50 , -118.208895 , 34.113631
80125 , NEWELL ST , -118.249161 , 34.099041
70078 , BEVERLY BL , -118.344671 , 34.076321
100505 , SAN FERNANDO RD , -118.370326 , 34.219409
60270 , LAUREL TERRACE DR VENTURA BL , -118.406416 , 34.142767
111953 , 88TH ST , -118.292525 , 33.957767
60647 , CHANDLER BL , -118.374941 , 34.168281
80957 , 3RD ST , -118.264717 , 34.059244
100289 , LAUREL CANYON BL , -118.3977 , 34.208542
120985 , ALLENFORD AV , -118.496994 , 34.05481
101023 , BALBOA BL , -118.503625 , 34.250336
91296 , CHATSWORTH ST , -118.545974 , 34.264597
70850 , 6TH ST , -118.372311 , 34.066058
100857 , ETIWANDA AV , -118.53286 , 34.235556
90793 , CALVERT ST , -118.643894 , 34.181474
141054 , AVENUE 50 , -118.20924 , 34.113461
30911 , FRANKLIN AV , -118.338506 , 34.105508
130486 , FLOWER ST , -118.270081 , 34.03718
61623 , ERWIN ST , -118.536913 , 34.183775
20854 , 4TH ST , -118.256027 , 34.053009
130707 , 55TH ST , -118.253026 , 33.992859
120987 , ALLENFORD AV , -118.498076 , 34.055335
101646 , TOPANGA CANYON BL , -118.606957 , 34.205024
172198 , FOOTHILL BL , -118.402512 , 34.280734
50316 , EXPOSITION BL NATIONAL BL , -118.404458 , 34.029388
141053 , AVENUE 50 , -118.208887 , 34.112997
51720 , ADAMS BL , -118.357396 , 34.032564
130708 , 55TH ST , -118.253132 , 33.99338
71008 , MELROSE AV , -118.320218 , 34.083661
172002 , FOOTHILL BL , -118.460771 , 34.322475
111450 , 110TH ST , -118.266206 , 33.936004
70849 , 6TH ST , -118.371793 , 34.06609
111469 , 182ND ST , -118.291459 , 33.867009
60958 , LAUREL CANYON BL , -118.3966 , 34.144894
80956 , 3RD ST , -118.264085 , 34.05908
80693 , COMMONWEALTH AV , -118.286325 , 34.105473
140001 , AVENUE 60 , -118.184731 , 34.105557
120989 , ALLENFORD AV , -118.498543 , 34.0554
101644 , TOPANGA CANYON BL , -118.606855 , 34.204609
91115 , DEVONSHIRE ST , -118.537267 , 34.257367
100507 , SAN FERNANDO RD , -118.370144 , 34.218899
50318 , EXPOSITION BL NATIONAL BL , -118.404226 , 34.029213
170844 , LOMITA BL , -118.291768 , 33.797507
90795 , CALVERT ST , -118.643985 , 34.181908
141051 , BRANCH ST , -118.187601 , 34.117671
140236 , DALY ST MARENGO ST , -118.215097 , 34.060993
130710 , GEORGIA ST , -118.267718 , 34.046257
130484 , FLOWER ST , -118.269451 , 34.036998
52116 , OLYMPIC BL , -118.28977 , 34.052569
111203 , DENKER AV , -118.305756 , 33.989211
70848 , BEVERLY BL , -118.344989 , 34.076534
130010 , 8TH ST , -118.277353 , 34.054402
52211 , 4TH AV , -118.322352 , 34.039957
172196 , DRONFIELD AV , -118.405872 , 34.278795
120991 , ALLENFORD AV , -118.498091 , 34.05574
50319 , EXPOSITION BL NATIONAL BL , -118.404744 , 34.028988
101642 , SATICOY ST , -118.607142 , 34.208378
71108 , 8TH ST , -118.356358 , 34.060856
62428 , LANKERSHIM BL , -118.368818 , 34.153732
141049 , BRANCH ST , -118.186756 , 34.117278
170940 , NORTH ACCESS RD , -118.268487 , 33.769037
130712 , CHICK HEARN CT , -118.268881 , 34.044593
131249 , 51ST ST , -118.270601 , 33.996903
80003 , LOS FELIZ BL , -118.27268 , 34.11769
91224 , RONALD REAGAN FWY W/B RAMPS , -118.557141 , 34.272673
140235 , DALY ST MARENGO ST , -118.215625 , 34.060961
92224 , DE SOTO AV , -118.589176 , 34.250129
80954 , SAN MARINO ST , -118.292631 , 34.054908
51578 , JEFFERSON BL , -118.361852 , 34.02567
70847 , BEVERLY BL , -118.345312 , 34.076278
100751 , ROSCOE BL , -118.546132 , 34.220669
120993 , CAPRI DR , -118.503109 , 34.053102
50320 , EXPOSITION BL NATIONAL BL , -118.404998 , 34.029192
80690 , 1ST ST 2ND ST BEVERLY BL GLENDALE BL , -118.260034 , 34.061944
70112 , 3RD ST , -118.378407 , 34.073349
111615 , 56TH ST , -118.292489 , 33.991735
101640 , SATICOY ST , -118.60652 , 34.208463
51999 , BAGLEY AV MAIN ST , -118.39638 , 34.025925
130011 , 8TH ST , -118.277877 , 34.054536
90797 , HATTERAS ST , -118.545614 , 34.177006
112206 , 108TH ST , -118.265798 , 33.93844
101021 , BALBOA BL , -118.503285 , 34.250149
100508 , SAN FERNANDO RD , -118.369536 , 34.219789
111726 , FIGUEROA ST , -118.284324 , 33.892816
140233 , DALY ST MARENGO ST , -118.215589 , 34.060491
141047 , ALDAMA ST , -118.190765 , 34.118243
90180 , BURBANK BL , -118.623941 , 34.172117
120996 , CAPRI DR , -118.503818 , 34.052829
70843 , HIGHLAND AV , -118.3396 , 34.087313
51719 , ADAMS BL , -118.356922 , 34.032653
50323 , MANNING AV NATIONAL BL , -118.403489 , 34.030078
80302 , SCOTT AV , -118.25021 , 34.077565
31333 , ARGYLE AV , -118.326057 , 34.099704
130483 , FIGUEROA ST , -118.270892 , 34.037861
51445 , DOHENY DR , -118.390587 , 34.055412
141045 , ALDAMA ST , -118.190698 , 34.117966
101635 , SATICOY ST , -118.606975 , 34.208697
90139 , TAMPA AV , -118.554366 , 34.1725
80685 , 1ST ST , -118.255324 , 34.058982
130715 , 8TH ST , -118.261866 , 34.047902
141044 , ALDAMA ST , -118.189911 , 34.118183
21530 , 7TH ST , -118.231269 , 34.034632
80951 , SAN MARINO ST , -118.292502 , 34.054393
120998 , DRUMMOND ST , -118.521138 , 34.042911
60559 , BURBANK BL , -118.468846 , 34.172191
101634 , SATICOY ST , -118.606916 , 34.208204
80949 , JAMES M WOOD BL , -118.292234 , 34.05609
70842 , HIGHLAND AV , -118.339492 , 34.087
100077 , SHERMAN WY , -118.432493 , 34.201251
141042 , AVENUE 57 , -118.194996 , 34.118994
50328 , MANNING AV NATIONAL BL , -118.403675 , 34.030327
121000 , DRUMMOND ST , -118.521754 , 34.043293
111273 , 182ND ST , -118.310011 , 33.865472
100510 , CLYBOURN AV SAN FERNANDO RD , -118.364675 , 34.215684
60675 , MAGNOLIA BL , -118.449341 , 34.165028
90800 , HATTERAS ST , -118.545722 , 34.177336
11131 , BUCKINGHAM RD , -118.341514 , 34.025912
10163 , 38TH ST FIGUEROA ST FLOWER ST , -118.28378 , 34.016841
62430 , LANKERSHIM BL , -118.368383 , 34.153635
172023 , FOOTHILL BL , -118.445041 , 34.318299
130718 , ADAMS BL , -118.275442 , 34.027507
50330 , KINCARDINE AV ROBERTSON BL , -118.390538 , 34.032916
100022 , HAZELTINE AV , -118.440976 , 34.201635
10102 , NORMANDIE AV , -118.300917 , 34.037684
141040 , AVENUE 57 , -118.194345 , 34.118967
130013 , 8TH ST , -118.276247 , 34.053896
70840 , 1ST ST , -118.345049 , 34.073905
21031 , BERNARD ST , -118.23694 , 34.06661
31183 , FOUNTAIN AV , -118.310466 , 34.094944
121001 , BEETHOVEN ST , -118.441945 , 34.00014
61763 , ERWIN ST , -118.386673 , 34.18324
91299 , CHATSWORTH ST , -118.545845 , 34.264892
60700 , LAUREL CANYON BL , -118.397377 , 34.164738
121005 , AMALFI DR , -118.510198 , 34.046345
131250 , 51ST ST , -118.266125 , 33.99643
60723 , LANKERSHIM BL , -118.375882 , 34.164964
52083 , LA BREA AV , -118.346482 , 34.045716
100149 , CANTARA ST , -118.415411 , 34.220228
90801 , VENTURA BL , -118.54078 , 34.170451
100753 , ROSCOE BL , -118.545819 , 34.221031
60957 , LAUREL CANYON BL , -118.396182 , 34.145004
101629 , STRATHERN ST , -118.606989 , 34.215932
11170 , CRENSHAW BL , -118.336122 , 34.011352
130720 , 55TH ST , -118.248771 , 33.993372
80947 , JAMES M WOOD BL , -118.292632 , 34.056304
70837 , 1ST ST , -118.344947 , 34.073468
9161/6/2 , Lakewood Blvd , -118.142491 , 33.853133
61636 , HOLLYWOOD FWY (US-101) SB ON-RAMP , -118.353326 , 34.133441
50332 , KINCARDINE AV ROBERTSON BL , -118.390918 , 34.032812
141037 , AVENUE 56 , -118.197626 , 34.11982
121007 , AMALFI DR , -118.510909 , 34.046601
172195 , DRONFIELD AV , -118.406291 , 34.278368
172054 , FOOTHILL FWY E/B RAMPS , -118.440801 , 34.316897
100513 , CLYBOURN AV SAN FERNANDO RD , -118.365597 , 34.216193
91118 , DEVONSHIRE ST , -118.532404 , 34.257431
70499 , 3RD ST , -118.362387 , 34.071898
101626 , STRATHERN ST , -118.606886 , 34.215495
11126 , BUCKINGHAM RD , -118.341195 , 34.025727
130722 , FIGUEROA ST , -118.272825 , 34.034751
50334 , KINCARDINE AV ROBERTSON BL , -118.390799 , 34.033216
130480 , FIGUEROA ST , -118.271371 , 34.037707
90101 , DE SOTO AV , -118.589165 , 34.168786
52210 , 4TH AV , -118.321946 , 34.040044
60222 , LANDALE ST , -118.397372 , 34.152096
70836 , HIGHLAND AV , -118.339671 , 34.080612
51717 , REDONDO BL , -118.35343 , 34.041321
141036 , AVENUE 56 , -118.197958 , 34.119515
121009 , PALISADES DR , -118.552571 , 34.044541
101624 , ROSCOE BL , -118.607008 , 34.22009
91202 , PORTER VALLEY DR , -118.553197 , 34.275296
50337 , NATIONAL BL , -118.391549 , 34.031261
90808 , MASON AV VICTORY BL , -118.580328 , 34.188553
140230 , DALY ST MARENGO ST , -118.215118 , 34.060469
130723 , FIGUEROA ST , -118.269154 , 34.040469
141035 , AVENUE 56 , -118.197667 , 34.119204
80945 , JAMES M WOOD BL , -118.292531 , 34.055739
121013 , PALISADES DR , -118.553275 , 34.044444
101617 , ROSCOE BL , -118.607253 , 34.219686
30889 , FRANKLIN AV , -118.346681 , 34.103602
50339 , NATIONAL BL , -118.391929 , 34.031031
141034 , AVENUE 56 , -118.197306 , 34.119495
62432 , FIRMAMENT AV , -118.473391 , 34.154994
80682 , 2ND ST , -118.256025 , 34.058371
70834 , HIGHLAND AV , -118.33942 , 34.080188
70404 , CRENSHAW BL , -118.319769 , 34.061838
121016 , PALISADES DR , -118.553003 , 34.044822
80472 , VALENCIA ST , -118.269007 , 34.054605
20856 , NORTH BROADWAY BET BERNARD ST , -118.237845 , 34.065168
101615 , ROSCOE BL , -118.606886 , 34.219573
141033 , AVENUE 50 , -118.208322 , 34.12007
130279 , 11TH ST , -118.264133 , 34.042138
50341 , NATIONAL BL , -118.392061 , 34.031366
51997 , BAGLEY AV MAIN ST , -118.395663 , 34.025201
130725 , 12TH DR 12TH ST , -118.267563 , 34.042262
140050 , HUNTINGTON DR NORTH HUNTINGTON DR SOUTH , -118.171964 , 34.089809
100516 , CLYBOURN AV SAN FERNANDO RD , -118.36517 , 34.215432
20994 , 2ND ST , -118.251997 , 34.054989
121018 , BROOKTREE RD , -118.515686 , 34.045845
111504 , 112TH ST , -118.270557 , 33.933292
170845 , LOMITA BL , -118.29207 , 33.797784
90813 , MASON AV VICTORY BL , -118.580972 , 34.188509
130474 , FIGUEROA ST , -118.271137 , 34.037318
70832 , 2ND ST , -118.345041 , 34.071372
101018 , BALBOA BL , -118.502964 , 34.250421
141032 , AVENUE 50 , -118.208351 , 34.119581
111080 , 223RD ST , -118.304412 , 33.824681
80943 , LOCKWOOD AV , -118.292631 , 34.088555
51447 , DOHENY DR , -118.390868 , 34.055108
21528 , 7TH ST , -118.230956 , 34.034398
140047 , HUNTINGTON DR NORTH HUNTINGTON DR SOUTH , -118.172011 , 34.08915
20496 , HOPE ST , -118.257744 , 34.04863
101610 , ROSCOE BL , -118.606528 , 34.219795
50345 , NATIONAL BL , -118.390472 , 34.030427
131252 , 51ST ST , -118.266236 , 33.996948
130726 , 12TH DR 12TH ST , -118.268066 , 34.04173
121019 , BROOKTREE RD , -118.516176 , 34.045468
60955 , LAUREL CANYON BL , -118.397491 , 34.150605
61750 , ERWIN ST , -118.432269 , 34.183372
50346 , NATIONAL BL , -118.390864 , 34.030326
31185 , FOUNTAIN AV , -118.310202 , 34.095226
141031 , AVENUE 50 , -118.208027 , 34.119799
70830 , 2ND ST , -118.344936 , 34.07093
130160 , OLYMPIC BL , -118.27543 , 34.049381
101607 , SCHOENBORN ST , -118.607 , 34.221328
70456 , 8TH ST , -118.315273 , 34.058405
90816 , MASON AV VICTORY BL , -118.580637 , 34.188955
61790 , COLDWATER CANYON AV , -118.414434 , 34.179581
100518 , ARVILLA AV KESWICK ST , -118.35687 , 34.210324
21435 , 5TH ST , -118.252811 , 34.048719
130472 , FIGUEROA ST , -118.27067 , 34.037544
30852 , ARGYLE AV DIX ST FRANKLIN AV , -118.326482 , 34.105284
21307 , GEN THADDEUS KOSCIUSZKO WY , -118.251225 , 34.054214
121022 , CASTELLAMMARE DR , -118.555378 , 34.039911
80942 , LOCKWOOD AV , -118.292747 , 34.089108
100839 , RESEDA BL , -118.537028 , 34.220619
130728 , ALBANY ST , -118.271776 , 34.047837
60725 , LANKERSHIM BL , -118.375753 , 34.165152
10029 , BROADWAY , -118.264553 , 34.034153
60561 , BURBANK BL , -118.469079 , 34.171951
50349 , NATIONAL BL , -118.390904 , 34.030684
70828 , 9TH ST , -118.315254 , 34.056171
111842 , 116TH PL GLENN ANDERSON FWY E/B OFF-RAMP , -118.292926 , 33.928471
121026 , BURLINGAME AV , -118.491966 , 34.056719
101604 , SCHOENBORN ST , -118.60713 , 34.220977
21084 , NORTH BROADWAY , -118.240555 , 34.060504
141029 , AVENUE 54 , -118.200467 , 34.120129
62434 , FIRMAMENT AV , -118.473922 , 34.154958
80008 , LOS FELIZ BL , -118.272217 , 34.116533
172193 , BORDEN AV , -118.409125 , 34.276423
92196 , MARILLA ST , -118.602691 , 34.247981
52207 , 15TH ST , -118.301279 , 34.045639
50351 , CADILLAC AV , -118.377988 , 34.038348
51715 , REDONDO BL , -118.354185 , 34.041326
130730 , ALBANY ST , -118.272346 , 34.047996
131360 , 49TH ST , -118.266128 , 33.998567
100520 , ARVILLA AV KESWICK ST , -118.357797 , 34.210831
70320 , BEVERLY BL , -118.301302 , 34.076165
141028 , AVENUE 54 , -118.200082 , 34.11995
121027 , BURLINGAME AV , -118.492605 , 34.057096
70827 , 9TH ST , -118.315145 , 34.055749
130015 , 8TH ST , -118.276791 , 34.054037
101600 , SCHOENBORN ST , -118.606889 , 34.220887
90817 , BURBANK BL , -118.60765 , 34.172115
80937 , ALVARADO ST , -118.268013 , 34.071972
50355 , CADILLAC AV , -118.37822 , 34.038091
101014 , BALBOA BL , -118.50339 , 34.250684
141026 , AVENUE 54 , -118.199809 , 34.120076
20308 , 3RD ST , -118.245564 , 34.048834
130731 , MAIN ST , -118.275094 , 34.003893
80399 , JAMES M WOOD BL , -118.290188 , 34.055989
91302 , GERMAIN ST TAMPA AV , -118.556347 , 34.260334
91399 , DEVONSHIRE ST , -118.554752 , 34.257792
140226 , ALCAZAR ST , -118.198909 , 34.062795
61886 , BURBANK BL , -118.419228 , 34.172185
121030 , SUNSET BL , -118.514004 , 34.047435
80679 , 2ND ST , -118.256556 , 34.058193
130733 , MAIN ST , -118.275008 , 34.004207
80305 , SCOTT AV , -118.249958 , 34.077787
70826 , 8TH ST , -118.319642 , 34.058498
130018 , 8TH ST , -118.275155 , 34.05341
141024 , AVENUE 52 , -118.203897 , 34.120783
10160 , 38TH ST FIGUEROA ST FLOWER ST , -118.28403 , 34.016591
170848 , LOMITA BL , -118.291854 , 33.798252
50356 , CADILLAC AV , -118.378504 , 34.038398
130470 , CONVENTION CENTER DR , -118.272631 , 34.038588
51510 , IVY PL , -118.434368 , 34.028941
121032 , SUNSET BL , -118.514088 , 34.046955
92216 , ETON AV , -118.594642 , 34.235622
131253 , CENTRAL AV , -118.257464 , 33.989774
141022 , AVENUE 52 , -118.203399 , 34.120775
80436 , BEVERLY BL , -118.266286 , 34.064582
101599 , CORBIN AV , -118.563434 , 34.193884
80935 , 7TH ST , -118.292641 , 34.060185
9161/6/1 , Lakewood Blvd , -118.142703 , 33.854064
130736 , ADAMS BL , -118.285332 , 34.031986
90396 , SHOUP AV , -118.615575 , 34.186835
101012 , BALBOA BL , -118.503367 , 34.254261
70824 , 8TH ST , -118.319113 , 34.058412
100818 , RAYEN ST , -118.536987 , 34.231846
110817 , 4TH AV , -118.322593 , 34.000073
50358 , CADILLAC AV , -118.378223 , 34.038628
172190 , BORDEN AV , -118.409577 , 34.275975
121034 , CHAUTAUQUA BL , -118.519707 , 34.041632
90822 , BURBANK BL , -118.608326 , 34.172019
100754 , ROSCOE BL , -118.545709 , 34.220494
100523 , BRADLEY AV , -118.374384 , 34.227895
111806 , 135TH ST , -118.283314 , 33.90933
141021 , AVENUE 51 , -118.205687 , 34.121471
130467 , CONVENTION CENTER DR , -118.273066 , 34.038403
31332 , ARGYLE AV , -118.325876 , 34.099953
62436 , DICKENS ST , -118.449867 , 34.150292
101598 , CORBIN AV , -118.563146 , 34.193746
100320 , HAMLIN ST , -118.39752 , 34.188875
130738 , ADAMS BL , -118.284995 , 34.032189
111885 , 92ND ST , -118.279627 , 33.952856
70822 , 9TH ST JAMES M WOOD BL , -118.310084 , 34.056168
51712 , PICO BL , -118.350384 , 34.048075
20858 , NORTH BROADWAY BET BERNARD ST , -118.237803 , 34.065495
50362 , DAVID AV LA CIENEGA BL , -118.378418 , 34.037154
121036 , CHAUTAUQUA BL , -118.518709 , 34.041575
100368 , LANKERSHIM BL , -118.388691 , 34.193864
121037 , CHAUTAUQUA BL , -118.51911 , 34.040862
51995 , BAGLEY AV MAIN ST , -118.396244 , 34.025348
133-3-2 , Pacific Coast Hwy , -118.317274 , 33.789555
90824 , OWENSMOUTH AV , -118.602395 , 34.180986
141019 , AVENUE 51 , -118.206067 , 34.1212
80677 , 2ND ST , -118.25644 , 34.057782
80934 , 7TH ST , -118.292528 , 34.059591
101596 , CORBIN AV , -118.562817 , 34.193973
50365 , DAVID AV LA CIENEGA BL , -118.378374 , 34.037615
121043 , EL MEDIO AV , -118.533921 , 34.048904
141017 , AVENUE 51 , -118.205357 , 34.121153
31257 , HOLLYWOOD BL , -118.34209 , 34.101701
111674 , 119TH ST , -118.292499 , 33.924768
70819 , 9TH ST JAMES M WOOD BL , -118.309974 , 34.055728
100891 , CHASE ST , -118.528246 , 34.224571
52205 , 15TH ST , -118.301172 , 34.045339
31187 , LEXINGTON AV , -118.310082 , 34.092711
20523 , 7TH ST , -118.25836 , 34.04799
60842 , HOLLYWOOD FWY S/B OFF-RAMP KRAFT AV , -118.38101 , 34.157489
100524 , BRADLEY AV , -118.374889 , 34.227409
121045 , EL MEDIO AV , -118.534591 , 34.048874
141016 , AVENUE 50 , -118.207799 , 34.121899
101593 , RESEDA BL , -118.53699 , 34.194283
130740 , HOOVER ST , -118.284543 , 34.039781
50371 , SAWTELLE BL , -118.420511 , 34.011758
52037 , 23RD ST , -118.260583 , 34.024434
60564 , BURBANK BL , -118.469385 , 34.172113
80019 , FERN DELL DR , -118.308921 , 34.108556
111081 , 223RD ST , -118.304827 , 33.824581
80932 , HOOVER ST , -118.285409 , 34.077143
130277 , 11TH ST , -118.263721 , 34.042247
111202 , DENKER AV , -118.305123 , 33.989303
70818 , 8TH ST , -118.321414 , 34.059451
140225 , ALCAZAR ST , -118.199353 , 34.062579
101592 , HART ST , -118.440865 , 34.197531
50373 , SAWTELLE BL , -118.42045 , 34.011316
61784 , FULTON AV , -118.423523 , 34.17976
90825 , OWENSMOUTH AV , -118.602501 , 34.181352
80310 , ELYSIAN PARK AV , -118.247651 , 34.072154
51577 , JEFFERSON BL , -118.360033 , 34.025845
131254 , 51ST ST , -118.265812 , 33.996715
130744 , HOPE ST , -118.262906 , 34.043958
100525 , ROSCOE BL , -118.368244 , 34.221226
130466 , CONVENTION CENTER DR , -118.272407 , 34.038214
21308 , 3RD ST , -118.24314 , 34.04734
141014 , AVENUE 50 , -118.208173 , 34.121606
20860 , HILL ST BET BERNARD ST , -118.238893 , 34.066202
80675 , 2ND ST , -118.255932 , 34.057906
130746 , FRANCISCO ST , -118.26638 , 34.045489
91119 , DEVONSHIRE ST , -118.532808 , 34.257342
50374 , SAWTELLE BL , -118.420856 , 34.011345
70816 , 8TH ST , -118.321198 , 34.059163
111260 , 190TH ST , -118.310148 , 33.858811
111949 , CENTRAL AV , -118.254767 , 33.928748
121047 , ANTIOCH ST , -118.525841 , 34.046788
51448 , DOHENY DR , -118.391128 , 34.055327
141013 , AVENUE 50 , -118.20787 , 34.121292
62437 , BEVERLY GLEN BL , -118.447055 , 34.14941
172188 , FILMORE ST , -118.406219 , 34.284147
130020 , 8TH ST , -118.275698 , 34.053546
91305 , GERMAIN ST TAMPA AV , -118.556979 , 34.260574
101591 , HART ST , -118.440962 , 34.19793
141012 , AVENUE 50 , -118.207497 , 34.121527
80931 , HOOVER ST , -118.285637 , 34.076791
170945 , PIER A ST , -118.266049 , 33.765115
130750 , FRANCISCO ST , -118.266858 , 34.045226
80153 , GLENDALE BL , -118.260209 , 34.101238
70186 , 6TH ST CURSON AV , -118.355865 , 34.064927
121049 , ANTIOCH ST , -118.526283 , 34.047043
50378 , SAWTELLE BL , -118.420953 , 34.011778
70814 , 8TH ST , -118.321499 , 34.059082
101009 , BALBOA BL , -118.503267 , 34.253842
121051 , CAREY ST , -118.523528 , 34.044894
30809 , HIGHLAND AV , -118.336754 , 34.110127
51711 , PICO BL , -118.349928 , 34.048133
21412 , 1ST ST , -118.245243 , 34.05331
100527 , ROSCOE BL , -118.369019 , 34.221725
111721 , FIGUEROA ST , -118.283929 , 33.892543
130463 , UNION AV , -118.279908 , 34.041852
90827 , DE SOTO AV VICTORY BL , -118.589069 , 34.188515
141010 , ARMADALE AV , -118.212971 , 34.122864
101590 , RESEDA BL , -118.537289 , 34.215715
52114 , 10TH AV , -118.327958 , 34.039941
130752 , FRANCISCO ST , -118.267028 , 34.045617
100147 , CANTARA ST , -118.415306 , 34.219833
60950 , LAUREL CANYON BL , -118.397097 , 34.150535
91121 , DEVONSHIRE ST , -118.528017 , 34.257416
80673 , 3RD ST , -118.257469 , 34.056876
50382 , SEPULVEDA BL , -118.417979 , 34.01327
70812 , 8TH ST , -118.321745 , 34.059273
101008 , AMESTOY AV , -118.506805 , 34.221239
31189 , LEXINGTON AV , -118.310437 , 34.092838
141008 , ARMADALE AV , -118.213332 , 34.122591
21313 , 3RD ST , -118.24348 , 34.047159
121053 , CAREY ST , -118.524128 , 34.045262
110866 , 60TH ST , -118.33192 , 33.985759
60698 , LAUREL CANYON BL , -118.397124 , 34.165042
20295 , 3RD ST , -118.248699 , 34.050953
111619 , SLAUSON AV , -118.292104 , 33.989242
101589 , RESEDA BL , -118.536629 , 34.215799
130022 , 8TH ST , -118.272806 , 34.05234
130755 , FRANCISCO ST , -118.2666 , 34.045788
60727 , MAGNOLIA BL , -118.37094 , 34.165032
140222 , ALHAMBRA AV EASTERN AV , -118.181298 , 34.066354
80930 , HOOVER ST , -118.284916 , 34.07669
62438 , BEVERLY GLEN BL , -118.447071 , 34.149828
121055 , BAYLOR ST MARQUEZ AV , -118.543862 , 34.048426
80173 , HILLHURST AV HOLLYWOOD BL SUNSET BL , -118.287505 , 34.097976
70807 , BRONSON AV , -118.318938 , 34.083574
111660 , 11TH AVE , -118.330586 , 34.000061
80570 , UNION AV , -118.271297 , 34.055252
101588 , HAYVENHURST AV , -118.493547 , 34.193966
80084 , HYPERION AV , -118.272383 , 34.109018
50389 , SEPULVEDA BL , -118.418383 , 34.012823
91525 , SHOUP AV , -118.61525 , 34.168637
10053 , 17TH ST LOS ANGELES ST , -118.263042 , 34.032335
51990 , BAGLEY AV MAIN ST , -118.395903 , 34.025824
101005 , AMESTOY AV , -118.506129 , 34.221344
121057 , BAYLOR ST MARQUEZ AV , -118.544518 , 34.047904
60818 , COLDWATER CANYON AV , -118.414667 , 34.156281
130757 , 11TH ST CHICK HEARN CT , -118.265961 , 34.044075
131255 , 51ST ST , -118.266488 , 33.996622
141006 , ARMADALE AV , -118.212825 , 34.122581
121059 , SUNSET BL , -118.529857 , 34.049654
80927 , PARK VIEW ST , -118.272494 , 34.071572
80462 , BURLINGTON AV , -118.273759 , 34.056611
20335 , 3RD ST , -118.248999 , 34.050936
70806 , BRONSON AV , -118.318321 , 34.083665
60795 , VENTURA FWY E/B RAMPS , -118.431883 , 34.15544
101585 , HAYVENHURST AV , -118.492979 , 34.19406
21525 , 7TH ST , -118.230696 , 34.034722
50392 , OVERLAND AV , -118.407732 , 34.01908
130461 , UNION AV , -118.280366 , 34.041727
100756 , LASSEN ST , -118.541094 , 34.250159
90832 , DE SOTO AV VICTORY BL , -118.589291 , 34.18818
141005 , AVENUE 46 , -118.216925 , 34.12364
80671 , 3RD ST , -118.257742 , 34.056427
52203 , HARVARD BL , -118.305416 , 34.040038
141003 , AVENUE 46 , -118.217296 , 34.123345
170853 , NORMANDIE AV , -118.29802 , 33.790247
101584 , HAYVENHURST AV , -118.493305 , 34.20103
80925 , PARK VIEW ST , -118.273318 , 34.07176
31298 , VINE ST , -118.327605 , 34.103597
130760 , GRAND AV , -118.265573 , 34.039086
80198 , FOUNTAIN AV , -118.287248 , 34.095885
121063 , SUNSET BL , -118.530343 , 34.049478
70804 , LEMON GROVE AV , -118.314573 , 34.087457
130023 , 8TH ST , -118.273252 , 34.052196
172186 , FILMORE ST , -118.405785 , 34.283872
90835 , DE SOTO AV VICTORY BL , -118.589743 , 34.188422
100089 , SHERMAN WY , -118.432143 , 34.201068
60949 , COLDWATER CANYON AV , -118.414803 , 34.150589
51708 , REDONDO BL , -118.349132 , 34.051595
100530 , ROSCOE BL , -118.367848 , 34.221884
141001 , AVENUE 46 , -118.21675 , 34.123333
100291 , LAUREL CANYON BL , -118.397511 , 34.208903
101582 , HAYVENHURST AV , -118.493419 , 34.201627
50399 , OVERLAND AV , -118.40818 , 34.019057
121066 , SUNSET BL , -118.530662 , 34.049924
172022 , BLEDSOE ST , -118.449019 , 34.321239
130762 , 56TH ST , -118.266093 , 33.991411
90513 , LASSEN ST , -118.599998 , 34.250366
90178 , MARIANO ST , -118.643767 , 34.168674
80924 , ECHO PARK AV , -118.260657 , 34.072545
9161/5/2 , Lakewood Blvd , -118.142494 , 33.859547
70803 , LEMON GROVE AV , -118.314459 , 34.087035
140219 , ALHAMBRA AV EASTERN AV , -118.181259 , 34.065609
111307 , DENKER AV , -118.305341 , 33.960147
10158 , 38TH ST FIGUEROA ST FLOWER ST , -118.283651 , 34.015706
21081 , NORTH BROADWAY , -118.239967 , 34.060406
50402 , CLARINGTON AV , -118.401102 , 34.022832
62439 , GREENLEAF ST , -118.450297 , 34.148092
60947 , COLDWATER CANYON AV , -118.4149 , 34.150409
121068 , BOWDOIN ST , -118.531246 , 34.046594
60566 , BURBANK BL , -118.46827 , 34.172477
70106 , 3RD ST , -118.384997 , 34.073681
